347.10949281170633,-140.02535295582797,-266,-223,10.77298337807841,106.65954418535861
292.61749776799064,-146.853004167744,-245,-160,10.772985266651437,106.65954995272358
269.8758974047145,-145.7210962734372,-223,-152,10.772987245156209,106.65955068508731
250.7369139157615,-146.88033621259672,-210,-137,10.772988414272703,106.65955205826943
231.0432859877127,-145.7596898034294,-191,-130,10.772990122981366,106.65955269908771
205.0,-143.13010235415598,-164,-123,10.772992551146297,106.65955333990597
182.04395073717774,-144.38914756133124,-148,-106,10.772993990058884,106.65955489617909
160.65490966665163,-144.6281561284867,-131,-93,10.772995518903489,106.65955608627029
139.52060779684126,-145.51262716992136,-115,-79,10.772996957816058,106.65955736790698
121.75795661885921,-146.04890567165475,-101,-68,10.772998216864549,106.65955837490725
100.42410069301094,-141.87481802870425,-79,-62,10.773000195369297,106.65955892418012
56.753854494650845,-104.28109573597084,-14,-55,10.77300604095149,106.65955956499839
80.72174428244226,-138.01278750418336,-60,-54,10.77300190407795,106.65955965654393
60.108235708594876,-135.6740368979845,-43,-42,10.773003432922534,106.65956075508971
40.311288741492746,-136.00508600525419,-29,-28,10.773004691971018,106.65956203672646
30.4138126514911,-133.66778014613035,-21,-22,10.77300541142729,106.65956258599935
22.47220505424423,-122.27564431457762,-12,-19,10.773006220815594,106.6595628606358
17.72004514666935,-73.61045966596522,5,-17,10.773007749660167,106.65956304372676
20.223748416156685,8.530765609948133,20,3,10.77300909864067,106.65956487463646
63.56099432828282,24.145541960421653,58,26,10.773012516057937,106.65956698018263
63.60031446463138,16.44037952168017,61,18,10.773012785854043,106.65956624781876
61.032778078668514,18.138082155597317,58,19,10.77301251605794,106.65956633936423
52.20153254455275,20.1706534118504,49,18,10.773011706669642,106.65956624781874
45.880278987817846,20.409882833803987,43,16,10.77301116707744,106.65956606472777
35.11409973215888,19.98310652189998,33,12,10.773010267757106,106.65956569854583
23.194827009486403,7.431407971172507,23,3,10.773009368436773,106.65956487463646
11.40175425099138,-15.255118703057777,11,-3,10.773008289252369,106.65956432536355
14.0,-90.0,0,-14,10.773007299999998,106.65956331836321
13.0,-112.61986494804043,-5,-12,10.773006850339831,106.65956350145419
19.4164878389476,-145.4914770123316,-16,-11,10.773005861087462,106.65956359299967
34.438350715445125,-154.17900802581073,-31,-15,10.773004512106956,106.65956322681774
48.46648326421054,-158.19859051364818,-45,-18,10.773003253058487,106.6595629521813
45.221676218380054,-161.96571443287016,-43,-14,10.773003432922556,106.65956331836324
48.46648326421054,-158.19859051364818,-45,-18,10.773003253058487,106.6595629521813
32.7566787083184,-167.6609127216738,-32,-7,10.773004422174926,106.65956395918161
26.30589287593181,-171.2538377374448,-26,-4,10.773004961767128,106.65956423381807
20.223748416156685,171.46923439005187,-20,3,10.773005501359329,106.65956487463646
17.11724276862369,-173.29016319224309,-17,-2,10.77300577115543,106.65956441690903
14.560219778561036,-164.05460409907712,-14,-4,10.773006040951532,106.65956423381807
18.0,180.0,-18,0,10.773005681223397,106.6595646
22.135943621178654,-161.565051177078,-21,-7,10.773005411427295,106.65956395918161
18.027756377319946,-176.82016988013575,-18,-1,10.773005681223397,106.65956450845451
16.55294535724685,-154.9831065219,-15,-7,10.773005951019497,106.65956395918161
12.0,180.0,-12,0,10.773006220815597,106.6595646
13.416407864998739,-153.434948822922,-12,-6,10.773006220815597,106.6595640507271